"ID";"Código";"Descrição";"Unidade";"NCM";"Origem";"Preço";"Valor IPI fixo";"Observações";"Situação";"Estoque";"Preço de custo";"Cód. no fornecedor";"Fornecedor";"Localização";"Estoque máximo";"Estoque mínimo";"Peso líquido (Kg)";"Peso bruto (Kg)";"GTIN/EAN";"GTIN/EAN da Embalagem";"Largura do produto";"Altura do Produto";"Profundidade do produto";"Data Validade";"Descrição do Produto no Fornecedor";"Descrição Complementar";"Itens p/ caixa";"Produto Variação";"Tipo Produção";"Classe de enquadramento do IPI";"Código na Lista de Serviços";"Tipo do item";"Grupo de Tags/Tags";"Tributos";"Código Pai";"Código Integração";"Grupo de produtos";"Marca";"CEST";"Volumes";"Descrição Curta";"Cross-Docking";"URL Imagens Externas";"Link Externo";"Meses Garantia no Fornecedor";"Clonar dados do pai";"Condição do Produto";"Frete Grátis";"Número FCI";"Vídeo";"Departamento";"Unidade de Medida";"Preço de Compra";"Valor base ICMS ST para retenção";"Valor ICMS ST para retenção";"Valor ICMS próprio do substituto";"Categoria do produto";"Informações Adicionais"
"16604553103";"DDBMCCAREVAESBLK	";"Carrinho Eva³ - Maxi-Cosi Essential Black";"UN";"8715.00.00";"5";"2.299,00";"0,00";"";"Ativo";"2,00";"1.107,02";"	IMP02446";"COMPANHIA DOREL BRASIL PRODUTOS INFANTIS";"	";"0,00";"0,00";"12,54";"12,54";"	7908238810602";"	7908238810602";"51,00";"59,00";"25,00";"";"CARRINHO EVAÂ³ MAXI-COSI ESSENTIAL BLACK";"<p>Compacto e fechamento automático<br /><em>Com mecanismo de fechamento automático feito com apenas uma das mãos e com alça para carregar.<br /><br /></em>Uso desde o primeiro dia<br /><em>Conforto e inclinação tanto do assento quanto do apoio dos pés e ainda compatível com bebê confortos Maxi Cosi (vendidos separadamente).</em></p>
<p> </p>
<p>Design moderno<br /><em>As rodas possuem suspensão e uma textura diferenciada, que ajuda na adesão ao solo e trazem modernidade para o carrinho.</em></p>
<p> </p>
<p>Fivela magnética<br /><em>Com a simplicidade do fechamento rápido e seguro. Encaixe fácil, basta aproximar e pronto!<br /><br /></em>Feito com tecidos reciclados<br /><em>Tecido reciclado de garrafa PET: uma preocupação com o seu bebê hoje e para as gerações futuras.<br /><br /></em>Mosquiteiro com zíper frontal<br /><em>Protege da luz excessiva, dos insetos e facilita o acesso ao bebê sem necessidade de remover.</em></p>";"1,00";"";"Terceiros";"";"";"";"Grupo:Carrinho de bebê|Marca:Maxi-Cosi";"0,00";"";"0";"";"Maxi-Cosi";"";"1";"<p><strong>MODERNIDADE E PRATICIDADE, SEM ABRIR MÃO DO CONFORTO.</strong></p>
<p> </p>
<p>O Carrinho para bebês Maxi-Cosi Eva³ é uma opção moderna e prática para o dia a dia da sua família, com acessórios atualizados e fácil manejo e usabilidade. Tudo isso, sem abrir mão do conforto e do estilo.</p>
<p> </p>
<p>O Carrinho para bebês Eva³ da Maxi-Cosi tem opções de cores que combinam com diversos estilos, e é adaptável para permitir o máximo de conforto para o bebê.</p>
<p> </p>
<p>A família toda poderá ter momentos de passeio, de viagem ou simplesmente, um dia de rotina comum com um carrinho que atende a todos essas ocasiões, proporcionando segurança para o bebê.<br /><br /><strong>USO DESDE O PRIMEIRO DIA<br /><br /></strong></p>
<p>Feito para se adaptar as mais diversas situações, a versatilidade do carrinho para bebês Eva³ permite que ele seja usado desde o dia do nascimento.<br /><br /><strong>COMODIDADE E SEGURANÇA<br /><br /></strong>O carrinho para bebês Maxi-Cosi Eva³ possui regulagem de inclinação do assento e do apoio de pés, com trava na posição elevada, além de mais duas outras posições, o que ajuda a encontrar a posição mais confortável para o bebê.</p>
<p> </p>
<p>Além disso, o carrinho possui diversos elementos de segurança que garantem que o uso em qualquer ambiente e situação não represente risco nenhum para o bebê. Ele possui cintos de cinco pontos, totalmente ajustáveis e protetores acolchoados. As rodas possuem suspensão e uma textura diferenciada, que ajuda na adesão ao solo e também traz modernidade para o design do carrinho. O sistema de freios nas rodas traseiras e travas de direcionamento nas rodas dianteiras são pensados para ajudar também quem empurra o carrinho, com fácil acionamento e segurança.<br /><br /><strong>PARA O DIA A DIA AGITADO, TUDO QUE VOCÊ E SEU BEBÊ PRECISAM<br /><br /></strong>As funcionalidades do Maxi-Cosi Eva³ foram pensadas para serem facilitadores da rotina corrida, mas também para serem apreciadas em dias mais tranquilos. O carrinho possui o mecanismo de fechamento automático, que pode ser feito com uma só mão. Além de ser super compacto e possuir uma alça de ombro, o que facilita o transporte para qualquer lugar. Pode ser levado como bagagem de mão em aeronaves (consulte cia aérea).<br /><br />Ele é equipado com um cesto porta objetos, que comporta até 5kg: Um espaço livre para levar o que precisar! E para proteger o seu bebê do sol e de insetos, o carrinho possui capota ampla com proteção UV50+, com uma aba de sol removível com zíper e um visor peek-a-boo com fechamento em imã além de contar com um mosquiteiro moderno, com zíper frontal e ainda, um ring toy para pendurar o brinquedo favorito do bebê. Tudo pensado para maior comodidade no uso.<br /><br /><strong>RESPEITANDO SUA FAMÍLIA E A NATUREZA<br /><br /></strong>O carrinho Maxi-Cosi Eva³ é todo feito com tecidos reciclados, sem deixar de oferecer qualidade e conforto para o uso. Pensamos sempre no futuro, nas boas experiências para seu bebê e para sua família, e também para as próximas gerações que virão. Esse compromisso com o meio ambiente nos inspira!<br /><br />Além disso, todos os nossos produtos possuem aprovação no INMETRO (Instituto Nacional de Meteorologia, Qualidade e Tecnologia), e possuem garantia exclusiva de cinco anos, mediante registro do produto no site Maxi-Cosi. É um companheiro confiável para toda a primeira infância do seu bebê.<br /><br />*Em virtude da atualização da norma ABNT NBR 14389-2:2022, nosso carrinho Eva³ (já aprovado em normas europeias para uso até 22kg) passa a ter também a mesma indicação de uso no Brasil.<br /><br />- Fechamento simples e compacto, podendo ser feito com uma única mão</p>
<p>- Suspensão nas 4 rodas</p>
<p>- Rodas com textura que aderem melhor ao solo</p>
<p>- Cinto de 5 pontos com protetores acolchoados, 100% ajustáveis</p>
<p>- Cinto com fivela magnética que fecha rápido</p>
<p>- Suporta até 22kg*</p>
<p>- Leve, compacto e com alça de ombro para carregar</p>
<p>- Assento com inclinação total, espaçoso e confortável e apoio de pés com regulagem de altura para melhor adaptação do bebê</p>
<p>- Manopla e barra frontal com revestimentos especiais</p>
<p>- Freio e rodas dianteiras com giro 360° e trava de movimento</p>
<p>- Capota ampla com visor de fechamento em imã, aba de sol removível, proteção UV50+ e alça para fixação de brinquedos</p>
<p>- Acompanha mosquiteiro que barra luz excessiva e possuir zíper para abertura</p>
<p>- Feito com tecidos reciclados, pensando no futuro do seu bebê e do mundo.</p>
<p>- Acompanha adaptadores para bebês conforto Maxi-Cosi (vendidos separadamente)</p>
<p>- Aceito como bagagem de mão na maioria das companhias aéreas (*consulte a cia aérea antes de embarcar)</p>
<p>- Aprovado pelo Inmetro Garantia de 5 anos mediante registro gratuito no site da marca em até 6 meses após a compra efetuada no Brasil</p>
<p> </p>
<p><em> Pronto para todos os seus passeios, seja onde for.</em><br /> </p>";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"1.107,02";"0,0000";"0,0000";"0,0000";"Bebês>>Passeio do Bebê>>Carrinhos de Bebês";""
